id	split_type	membership	class
53990	train	6	4
54007	train	6	4
54009	train	6	4
54017	train	6	4
54041	train	6	4
54042	train	6	4
54046	train	6	4
54109	train	6	4
54112	train	6	4
54116	train	6	4
54129	train	6	4
54130	train	6	4
54149	train	6	4
54156	train	6	4
54158	train	6	4
54171	train	6	4
54175	train	6	4
54179	train	6	4
54187	train	6	4
54197	train	6	4
54234	train	6	4
54245	train	6	4
54264	train	6	4
54276	train	6	4
54279	train	6	4
54294	train	6	4
54309	train	6	4
54319	train	6	4
54324	train	6	4
54347	train	6	4
54358	train	6	4
54359	train	6	4
54374	train	6	4
54376	train	6	4
54379	train	6	4
54399	train	6	4
54410	train	6	4
54412	train	6	4
54415	train	6	4
54419	train	6	4
54422	train	6	4
54427	train	6	4
54431	train	6	4
54447	train	6	4
54452	train	6	4
54455	train	6	4
54466	train	6	4
54473	train	6	4
54521	train	6	4
54563	train	6	4
54567	train	6	4
54582	train	6	4
54588	train	6	4
54617	train	6	4
54628	train	6	4
54634	train	6	4
54637	train	6	4
54650	train	6	4
54657	train	6	4
54668	train	6	4
54672	train	6	4
54686	train	6	4
54710	train	6	4
54718	train	6	4
54729	train	6	4
54742	train	6	4
54745	train	6	4
54748	train	6	4
54769	train	6	4
54770	train	6	4
54777	train	6	4
54778	train	6	4
54785	train	6	4
54791	train	6	4
54801	train	6	4
54807	train	6	4
54813	train	6	4
54814	train	6	4
54819	train	6	4
54826	train	6	4
54852	train	6	4
54861	train	6	4
54869	train	6	4
54878	train	6	4
54881	train	6	4
54895	train	6	4
54899	train	6	4
54903	train	6	4
54906	train	6	4
54911	train	6	4
54918	train	6	4
54921	train	6	4
54936	train	6	4
54960	train	6	4
54991	train	6	4
54992	train	6	4
54998	train	6	4
55004	train	6	4
55005	train	6	4
55024	train	6	4
55025	train	6	4
55037	train	6	4
55053	train	6	4
55073	train	6	4
55074	train	6	4
55085	train	6	4
55087	train	6	4
55098	train	6	4
55101	train	6	4
55109	train	6	4
55124	train	6	4
55136	train	6	4
55141	train	6	4
55160	train	6	4
55178	train	6	4
55181	train	6	4
55187	train	6	4
55191	train	6	4
55197	train	6	4
55206	train	6	4
55239	train	6	4
55258	train	6	4
55280	train	6	4
55282	train	6	4
55285	train	6	4
55294	train	6	4
55303	train	6	4
55318	train	6	4
55320	train	6	4
55323	train	6	4
55328	train	6	4
55332	train	6	4
55337	train	6	4
55339	train	6	4
55340	train	6	4
55351	train	6	4
55359	train	6	4
55385	train	6	4
55416	train	6	4
55418	train	6	4
55421	train	6	4
55423	train	6	4
55424	train	6	4
55427	train	6	4
55469	train	6	4
55490	train	6	4
55511	train	6	4
55516	train	6	4
55522	train	6	4
55529	train	6	4
55532	train	6	4
55538	train	6	4
55546	train	6	4
55549	train	6	4
55552	train	6	4
55564	train	6	4
55575	train	6	4
55577	train	6	4
55585	train	6	4
55597	train	6	4
55598	train	6	4
55605	train	6	4
55607	train	6	4
55630	train	6	4
55641	train	6	4
55654	train	6	4
55658	train	6	4
55673	train	6	4
55675	train	6	4
55676	train	6	4
55684	train	6	4
55687	train	6	4
55690	train	6	4
55736	train	6	4
55753	train	6	4
55773	train	6	4
55774	train	6	4
55776	train	6	4
55788	train	6	4
55793	train	6	4
55810	train	6	4
55812	train	6	4
55821	train	6	4
55828	train	6	4
55860	train	6	4
55872	train	6	4
55877	train	6	4
55883	train	6	4
55891	train	6	4
55898	train	6	4
55924	train	6	4
55925	train	6	4
55927	train	6	4
55930	train	6	4
55944	train	6	4
55948	train	6	4
55954	train	6	4
55964	train	6	4
55976	train	6	4
55981	train	6	4
55983	train	6	4
55990	train	6	4
56011	train	6	4
56031	train	6	4
56059	train	6	4
56060	train	6	4
56072	train	6	4
56080	train	6	4
56084	train	6	4
56094	train	6	4
56106	train	6	4
56122	train	6	4
56142	train	6	4
56143	train	6	4
56146	train	6	4
56147	train	6	4
56150	train	6	4
56173	train	6	4
56183	train	6	4
56184	train	6	4
56187	train	6	4
56190	train	6	4
56227	train	6	4
56244	train	6	4
56247	train	6	4
56258	train	6	4
56267	train	6	4
56268	train	6	4
56276	train	6	4
56280	train	6	4
56281	train	6	4
56293	train	6	4
56302	train	6	4
56311	train	6	4
56316	train	6	4
56319	train	6	4
56320	train	6	4
56330	train	6	4
56331	train	6	4
56334	train	6	4
56350	train	6	4
56364	train	6	4
56375	train	6	4
56376	train	6	4
56379	train	6	4
56380	train	6	4
56395	train	6	4
56400	train	6	4
56406	train	6	4
56417	train	6	4
56422	train	6	4
56440	train	6	4
56445	train	6	4
56452	train	6	4
56477	train	6	4
56484	train	6	4
56496	train	6	4
56497	train	6	4
56516	train	6	4
56532	train	6	4
56539	train	6	4
56550	train	6	4
56551	train	6	4
56563	train	6	4
56564	train	6	4
56595	train	6	4
56596	train	6	4
56620	train	6	4
56642	train	6	4
56646	train	6	4
56648	train	6	4
56659	train	6	4
56671	train	6	4
56676	train	6	4
56698	train	6	4
56699	train	6	4
56700	train	6	4
56705	train	6	4
56723	train	6	4
56740	train	6	4
56743	train	6	4
56758	train	6	4
56763	train	6	4
56770	train	6	4
56784	train	6	4
56793	train	6	4
56797	train	6	4
56799	train	6	4
56802	train	6	4
56808	train	6	4
56818	train	6	4
56825	train	6	4
56826	train	6	4
56827	train	6	4
56833	train	6	4
56853	train	6	4
56855	train	6	4
56856	train	6	4
56886	train	6	4
56893	train	6	4
56946	train	6	4
56951	train	6	4
56958	train	6	4
56970	train	6	4
56977	train	6	4
56997	train	6	4
57002	train	6	4
57011	train	6	4
57026	train	6	4
57035	train	6	4
57043	train	6	4
57051	train	6	4
57059	train	6	4
57076	train	6	4
57082	train	6	4
57102	train	6	4
57111	train	6	4
57114	train	6	4
57123	train	6	4
57126	train	6	4
57127	train	6	4
57135	train	6	4
57144	train	6	4
57146	train	6	4
57155	train	6	4
57184	train	6	4
57208	train	6	4
57209	train	6	4
57224	train	6	4
57228	train	6	4
57229	train	6	4
57249	train	6	4
57279	train	6	4
57328	train	6	4
57343	train	6	4
57354	train	6	4
57361	train	6	4
57368	train	6	4
57370	train	6	4
57371	train	6	4
57375	train	6	4
57382	train	6	4
57389	train	6	4
57417	train	6	4
57422	train	6	4
57443	train	6	4
57459	train	6	4
57466	train	6	4
57482	train	6	4
57499	train	6	4
57524	train	6	4
57530	train	6	4
57537	train	6	4
57538	train	6	4
57544	train	6	4
57548	train	6	4
57559	train	6	4
57569	train	6	4
57582	train	6	4
57585	train	6	4
57589	train	6	4
57630	train	6	4
57637	train	6	4
57677	train	6	4
57687	train	6	4
57690	train	6	4
57704	train	6	4
57706	train	6	4
57708	train	6	4
57709	train	6	4
57712	train	6	4
57713	train	6	4
57721	train	6	4
57724	train	6	4
57733	train	6	4
57747	train	6	4
57779	train	6	4
57803	train	6	4
57819	train	6	4
57835	train	6	4
57840	train	6	4
57841	train	6	4
57844	train	6	4
57845	train	6	4
57857	train	6	4
57861	train	6	4
57862	train	6	4
57873	train	6	4
57875	train	6	4
57892	train	6	4
57915	train	6	4
57934	train	6	4
57937	train	6	4
57938	train	6	4
57940	train	6	4
57946	train	6	4
57950	train	6	4
57965	train	6	4
57972	train	6	4
57985	train	6	4
58003	train	6	4
58018	train	6	4
58023	train	6	4
58037	train	6	4
58047	train	6	4
58049	train	6	4
58057	train	6	4
58066	train	6	4
58101	train	6	4
58105	train	6	4
58151	train	6	4
58153	train	6	4
58164	train	6	4
58174	train	6	4
58184	train	6	4
58194	train	6	4
58208	train	6	4
58209	train	6	4
58210	train	6	4
58211	train	6	4
58212	train	6	4
58218	train	6	4
58225	train	6	4
58231	train	6	4
58240	train	6	4
58269	train	6	4
