id	split_type	membership	class
59438	train	10	8
59447	train	10	8
59466	train	10	8
59485	train	10	8
59495	train	10	8
59505	train	10	8
59511	train	10	8
59542	train	10	8
59544	train	10	8
59565	train	10	8
59568	train	10	8
59581	train	10	8
59593	train	10	8
59603	train	10	8
59612	train	10	8
59622	train	10	8
59627	train	10	8
59636	train	10	8
59648	train	10	8
59649	train	10	8
59663	train	10	8
59666	train	10	8
59685	train	10	8
59711	train	10	8
59718	train	10	8
59729	train	10	8
59751	train	10	8
59763	train	10	8
59764	train	10	8
59793	train	10	8
59803	train	10	8
59813	train	10	8
59834	train	10	8
59837	train	10	8
59838	train	10	8
59844	train	10	8
59861	train	10	8
59865	train	10	8
59884	train	10	8
59909	train	10	8
59916	train	10	8
59926	train	10	8
59936	train	10	8
59946	train	10	8
59949	train	10	8
59950	train	10	8
59962	train	10	8
59967	train	10	8
59989	train	10	8
59995	train	10	8
59999	train	10	8
4	train	10	9
19	train	10	9
22	train	10	9
33	train	10	9
43	train	10	9
45	train	10	9
48	train	10	9
54	train	10	9
57	train	10	9
80	train	10	9
87	train	10	9
110	train	10	9
116	train	10	9
133	train	10	9
153	train	10	9
154	train	10	9
162	train	10	9
167	train	10	9
170	train	10	9
172	train	10	9
176	train	10	9
183	train	10	9
195	train	10	9
226	train	10	9
227	train	10	9
247	train	10	9
264	train	10	9
267	train	10	9
280	train	10	9
282	train	10	9
285	train	10	9
304	train	10	9
313	train	10	9
319	train	10	9
322	train	10	9
334	train	10	9
344	train	10	9
346	train	10	9
350	train	10	9
362	train	10	9
364	train	10	9
374	train	10	9
383	train	10	9
389	train	10	9
409	train	10	9
419	train	10	9
423	train	10	9
424	train	10	9
428	train	10	9
434	train	10	9
441	train	10	9
460	train	10	9
471	train	10	9
482	train	10	9
487	train	10	9
501	train	10	9
520	train	10	9
525	train	10	9
529	train	10	9
550	train	10	9
566	train	10	9
580	train	10	9
583	train	10	9
589	train	10	9
595	train	10	9
600	train	10	9
601	train	10	9
621	train	10	9
626	train	10	9
631	train	10	9
641	train	10	9
687	train	10	9
704	train	10	9
707	train	10	9
727	train	10	9
741	train	10	9
744	train	10	9
755	train	10	9
763	train	10	9
764	train	10	9
772	train	10	9
782	train	10	9
788	train	10	9
793	train	10	9
800	train	10	9
806	train	10	9
812	train	10	9
822	train	10	9
826	train	10	9
827	train	10	9
864	train	10	9
887	train	10	9
900	train	10	9
902	train	10	9
929	train	10	9
930	train	10	9
932	train	10	9
940	train	10	9
974	train	10	9
980	train	10	9
1005	train	10	9
1027	train	10	9
1036	train	10	9
1038	train	10	9
1056	train	10	9
1061	train	10	9
1066	train	10	9
1083	train	10	9
1103	train	10	9
1112	train	10	9
1116	train	10	9
1122	train	10	9
1138	train	10	9
1142	train	10	9
1147	train	10	9
1161	train	10	9
1167	train	10	9
1169	train	10	9
1173	train	10	9
1177	train	10	9
1194	train	10	9
1221	train	10	9
1235	train	10	9
1250	train	10	9
1256	train	10	9
1272	train	10	9
1274	train	10	9
1282	train	10	9
1284	train	10	9
1286	train	10	9
1291	train	10	9
1292	train	10	9
1305	train	10	9
1307	train	10	9
1316	train	10	9
1333	train	10	9
1352	train	10	9
1355	train	10	9
1360	train	10	9
1364	train	10	9
1370	train	10	9
1383	train	10	9
1396	train	10	9
1399	train	10	9
1401	train	10	9
1410	train	10	9
1421	train	10	9
1426	train	10	9
1441	train	10	9
1455	train	10	9
1459	train	10	9
1462	train	10	9
1465	train	10	9
1500	train	10	9
1507	train	10	9
1518	train	10	9
1522	train	10	9
1552	train	10	9
1555	train	10	9
1560	train	10	9
1569	train	10	9
1574	train	10	9
1585	train	10	9
1591	train	10	9
1610	train	10	9
1612	train	10	9
1620	train	10	9
1622	train	10	9
1623	train	10	9
1632	train	10	9
1643	train	10	9
1659	train	10	9
1674	train	10	9
1683	train	10	9
1684	train	10	9
1695	train	10	9
1720	train	10	9
1728	train	10	9
1732	train	10	9
1733	train	10	9
1736	train	10	9
1740	train	10	9
1743	train	10	9
1748	train	10	9
1751	train	10	9
1757	train	10	9
1794	train	10	9
1811	train	10	9
1820	train	10	9
1826	train	10	9
1850	train	10	9
1855	train	10	9
1875	train	10	9
1878	train	10	9
1882	train	10	9
1884	train	10	9
1895	train	10	9
1903	train	10	9
1905	train	10	9
1912	train	10	9
1925	train	10	9
1937	train	10	9
1939	train	10	9
1940	train	10	9
1949	train	10	9
1950	train	10	9
1960	train	10	9
1962	train	10	9
1968	train	10	9
1984	train	10	9
2006	train	10	9
2033	train	10	9
2041	train	10	9
2060	train	10	9
2099	train	10	9
2116	train	10	9
2119	train	10	9
2137	train	10	9
2140	train	10	9
2141	train	10	9
2199	train	10	9
2216	train	10	9
2219	train	10	9
2221	train	10	9
2247	train	10	9
2267	train	10	9
2274	train	10	9
2284	train	10	9
2299	train	10	9
2312	train	10	9
2321	train	10	9
2331	train	10	9
2351	train	10	9
2364	train	10	9
2370	train	10	9
2371	train	10	9
2385	train	10	9
2398	train	10	9
2434	train	10	9
2438	train	10	9
2453	train	10	9
2460	train	10	9
2465	train	10	9
2471	train	10	9
2501	train	10	9
2509	train	10	9
2514	train	10	9
2521	train	10	9
2553	train	10	9
2559	train	10	9
2562	train	10	9
2579	train	10	9
2595	train	10	9
2600	train	10	9
2613	train	10	9
2633	train	10	9
2640	train	10	9
2643	train	10	9
2649	train	10	9
2677	train	10	9
2696	train	10	9
2697	train	10	9
2702	train	10	9
2703	train	10	9
2712	train	10	9
2722	train	10	9
2728	train	10	9
2763	train	10	9
2764	train	10	9
2779	train	10	9
2787	train	10	9
2793	train	10	9
2795	train	10	9
2797	train	10	9
2798	train	10	9
2804	train	10	9
2815	train	10	9
2821	train	10	9
2860	train	10	9
2911	train	10	9
2924	train	10	9
2934	train	10	9
2953	train	10	9
2956	train	10	9
2973	train	10	9
2989	train	10	9
2997	train	10	9
3000	train	10	9
3020	train	10	9
3022	train	10	9
3030	train	10	9
3044	train	10	9
3055	train	10	9
3063	train	10	9
3069	train	10	9
3076	train	10	9
