id	split_type	membership	class
58125	train	9	7
58128	train	9	7
58140	train	9	7
58143	train	9	7
58167	train	9	7
58177	train	9	7
58185	train	9	7
58188	train	9	7
58197	train	9	7
58202	train	9	7
58204	train	9	7
58205	train	9	7
58214	train	9	7
58221	train	9	7
58228	train	9	7
58258	train	9	7
58272	train	9	7
58282	train	9	7
58292	train	9	7
58299	train	9	7
58308	train	9	7
58310	train	9	7
58337	train	9	7
58342	train	9	7
58346	train	9	7
58349	train	9	7
58367	train	9	7
58383	train	9	7
58393	train	9	7
58425	train	9	7
58444	train	9	7
58450	train	9	7
58453	train	9	7
58455	train	9	7
58480	train	9	7
58485	train	9	7
58490	train	9	7
58497	train	9	7
58507	train	9	7
58517	train	9	7
58520	train	9	7
58524	train	9	7
58526	train	9	7
58528	train	9	7
58530	train	9	7
58565	train	9	7
58571	train	9	7
58574	train	9	7
58583	train	9	7
58589	train	9	7
58606	train	9	7
58614	train	9	7
58624	train	9	7
58631	train	9	7
58635	train	9	7
58648	train	9	7
58671	train	9	7
58676	train	9	7
58681	train	9	7
58683	train	9	7
58687	train	9	7
58690	train	9	7
58701	train	9	7
58708	train	9	7
58715	train	9	7
58725	train	9	7
58733	train	9	7
58750	train	9	7
58751	train	9	7
58778	train	9	7
58788	train	9	7
58816	train	9	7
58826	train	9	7
58836	train	9	7
58844	train	9	7
58848	train	9	7
58885	train	9	7
58890	train	9	7
58899	train	9	7
58901	train	9	7
58907	train	9	7
58912	train	9	7
58925	train	9	7
58932	train	9	7
58941	train	9	7
58950	train	9	7
58959	train	9	7
58972	train	9	7
58974	train	9	7
58975	train	9	7
58977	train	9	7
58981	train	9	7
58988	train	9	7
59003	train	9	7
59019	train	9	7
59025	train	9	7
59031	train	9	7
59048	train	9	7
59056	train	9	7
59066	train	9	7
59068	train	9	7
59082	train	9	7
59083	train	9	7
59088	train	9	7
59107	train	9	7
59115	train	9	7
59118	train	9	7
59124	train	9	7
59138	train	9	7
59140	train	9	7
59162	train	9	7
59172	train	9	7
59182	train	9	7
59198	train	9	7
59204	train	9	7
59209	train	9	7
59213	train	9	7
59246	train	9	7
59250	train	9	7
59254	train	9	7
59264	train	9	7
59276	train	9	7
59279	train	9	7
59285	train	9	7
59293	train	9	7
59304	train	9	7
59306	train	9	7
59323	train	9	7
59332	train	9	7
59348	train	9	7
59360	train	9	7
59370	train	9	7
59379	train	9	7
59388	train	9	7
59389	train	9	7
59405	train	9	7
59412	train	9	7
59424	train	9	7
59435	train	9	7
59441	train	9	7
59462	train	9	7
59468	train	9	7
59469	train	9	7
59484	train	9	7
59494	train	9	7
59504	train	9	7
59513	train	9	7
59516	train	9	7
59520	train	9	7
59524	train	9	7
59526	train	9	7
59533	train	9	7
59552	train	9	7
59554	train	9	7
59560	train	9	7
59561	train	9	7
59592	train	9	7
59602	train	9	7
59611	train	9	7
59617	train	9	7
59626	train	9	7
59638	train	9	7
59646	train	9	7
59661	train	9	7
59664	train	9	7
59665	train	9	7
59682	train	9	7
59703	train	9	7
59710	train	9	7
59717	train	9	7
59724	train	9	7
59733	train	9	7
59739	train	9	7
59740	train	9	7
59745	train	9	7
59746	train	9	7
59767	train	9	7
59774	train	9	7
59779	train	9	7
59792	train	9	7
59802	train	9	7
59812	train	9	7
59830	train	9	7
59839	train	9	7
59842	train	9	7
59843	train	9	7
59845	train	9	7
59851	train	9	7
59856	train	9	7
59871	train	9	7
59894	train	9	7
59908	train	9	7
59925	train	9	7
59935	train	9	7
59937	train	9	7
59938	train	9	7
59953	train	9	7
59963	train	9	7
59977	train	9	7
59988	train	9	7
17	train	9	8
31	train	9	8
41	train	9	8
46	train	9	8
55	train	9	8
85	train	9	8
94	train	9	8
97	train	9	8
125	train	9	8
137	train	9	8
144	train	9	8
146	train	9	8
160	train	9	8
188	train	9	8
197	train	9	8
202	train	9	8
225	train	9	8
240	train	9	8
245	train	9	8
265	train	9	8
295	train	9	8
300	train	9	8
312	train	9	8
333	train	9	8
343	train	9	8
348	train	9	8
352	train	9	8
368	train	9	8
386	train	9	8
393	train	9	8
404	train	9	8
415	train	9	8
418	train	9	8
439	train	9	8
445	train	9	8
456	train	9	8
469	train	9	8
485	train	9	8
499	train	9	8
503	train	9	8
517	train	9	8
528	train	9	8
532	train	9	8
539	train	9	8
545	train	9	8
559	train	9	8
571	train	9	8
575	train	9	8
594	train	9	8
602	train	9	8
615	train	9	8
627	train	9	8
628	train	9	8
685	train	9	8
694	train	9	8
705	train	9	8
708	train	9	8
720	train	9	8
725	train	9	8
726	train	9	8
734	train	9	8
736	train	9	8
740	train	9	8
756	train	9	8
758	train	9	8
761	train	9	8
766	train	9	8
769	train	9	8
777	train	9	8
784	train	9	8
791	train	9	8
792	train	9	8
796	train	9	8
817	train	9	8
823	train	9	8
831	train	9	8
858	train	9	8
865	train	9	8
876	train	9	8
885	train	9	8
913	train	9	8
923	train	9	8
925	train	9	8
935	train	9	8
963	train	9	8
972	train	9	8
976	train	9	8
1009	train	9	8
1013	train	9	8
1016	train	9	8
1025	train	9	8
1026	train	9	8
1045	train	9	8
1059	train	9	8
1063	train	9	8
1064	train	9	8
1067	train	9	8
1086	train	9	8
1101	train	9	8
1105	train	9	8
1120	train	9	8
1141	train	9	8
1170	train	9	8
1193	train	9	8
1207	train	9	8
1214	train	9	8
1219	train	9	8
1223	train	9	8
1236	train	9	8
1237	train	9	8
1239	train	9	8
1247	train	9	8
1254	train	9	8
1267	train	9	8
1279	train	9	8
1289	train	9	8
1294	train	9	8
1296	train	9	8
1319	train	9	8
1329	train	9	8
1339	train	9	8
1344	train	9	8
1362	train	9	8
1384	train	9	8
1388	train	9	8
1404	train	9	8
1419	train	9	8
1434	train	9	8
1439	train	9	8
1453	train	9	8
1457	train	9	8
1464	train	9	8
1475	train	9	8
1484	train	9	8
1505	train	9	8
1519	train	9	8
1534	train	9	8
1542	train	9	8
1543	train	9	8
1593	train	9	8
1598	train	9	8
1616	train	9	8
1621	train	9	8
1641	train	9	8
1657	train	9	8
1666	train	9	8
1713	train	9	8
1745	train	9	8
1749	train	9	8
1758	train	9	8
1759	train	9	8
1760	train	9	8
1773	train	9	8
1776	train	9	8
1777	train	9	8
1780	train	9	8
1783	train	9	8
1788	train	9	8
1790	train	9	8
1793	train	9	8
1804	train	9	8
1853	train	9	8
1856	train	9	8
1873	train	9	8
1893	train	9	8
1901	train	9	8
1914	train	9	8
1943	train	9	8
1948	train	9	8
1964	train	9	8
1966	train	9	8
1974	train	9	8
2001	train	9	8
2002	train	9	8
2013	train	9	8
2016	train	9	8
2026	train	9	8
2030	train	9	8
2043	train	9	8
2057	train	9	8
2063	train	9	8
2067	train	9	8
2068	train	9	8
2070	train	9	8
2077	train	9	8
2097	train	9	8
2117	train	9	8
2124	train	9	8
2135	train	9	8
2139	train	9	8
2150	train	9	8
2155	train	9	8
2170	train	9	8
2175	train	9	8
2194	train	9	8
2210	train	9	8
2215	train	9	8
2231	train	9	8
2237	train	9	8
2243	train	9	8
2265	train	9	8
2285	train	9	8
2302	train	9	8
2303	train	9	8
2349	train	9	8
2358	train	9	8
2369	train	9	8
2378	train	9	8
2382	train	9	8
2383	train	9	8
2384	train	9	8
2388	train	9	8
2394	train	9	8
2400	train	9	8
2413	train	9	8
2421	train	9	8
2425	train	9	8
2442	train	9	8
2444	train	9	8
2475	train	9	8
2476	train	9	8
2482	train	9	8
2507	train	9	8
2511	train	9	8
2555	train	9	8
2577	train	9	8
2593	train	9	8
2598	train	9	8
2610	train	9	8
2611	train	9	8
2628	train	9	8
2636	train	9	8
2668	train	9	8
2672	train	9	8
2678	train	9	8
2679	train	9	8
2681	train	9	8
2682	train	9	8
2683	train	9	8
2685	train	9	8
2687	train	9	8
2699	train	9	8
2761	train	9	8
2768	train	9	8
2781	train	9	8
2805	train	9	8
2810	train	9	8
2833	train	9	8
2841	train	9	8
2842	train	9	8
2845	train	9	8
2901	train	9	8
2927	train	9	8
2940	train	9	8
2942	train	9	8
2951	train	9	8
2958	train	9	8
2971	train	9	8
2972	train	9	8
2987	train	9	8
2991	train	9	8
3002	train	9	8
3003	train	9	8
3011	train	9	8
3014	train	9	8
3026	train	9	8
3027	train	9	8
3028	train	9	8
3029	train	9	8
3032	train	9	8
3040	train	9	8
3066	train	9	8
3073	train	9	8
3082	train	9	8
3086	train	9	8
3093	train	9	8
3094	train	9	8
3114	train	9	8
3119	train	9	8
3144	train	9	8
3148	train	9	8
3152	train	9	8
3153	train	9	8
3154	train	9	8
3158	train	9	8
3163	train	9	8
3168	train	9	8
3191	train	9	8
3196	train	9	8
3211	train	9	8
3225	train	9	8
3243	train	9	8
3251	train	9	8
3254	train	9	8
3273	train	9	8
3279	train	9	8
3281	train	9	8
3293	train	9	8
3299	train	9	8
3338	train	9	8
3353	train	9	8
3354	train	9	8
3365	train	9	8
3407	train	9	8
3420	train	9	8
3425	train	9	8
3432	train	9	8
3438	train	9	8
3446	train	9	8
3476	train	9	8
3480	train	9	8
3482	train	9	8
3489	train	9	8
3493	train	9	8
3495	train	9	8
3497	train	9	8
3499	train	9	8
3501	train	9	8
3502	train	9	8
3512	train	9	8
3513	train	9	8
3517	train	9	8
3526	train	9	8
3554	train	9	8
3555	train	9	8
3570	train	9	8
3581	train	9	8
3584	train	9	8
3600	train	9	8
3601	train	9	8
3616	train	9	8
3619	train	9	8
3630	train	9	8
3643	train	9	8
3657	train	9	8
3658	train	9	8
3664	train	9	8
3665	train	9	8
3688	train	9	8
3689	train	9	8
3690	train	9	8
3711	train	9	8
3727	train	9	8
3730	train	9	8
3737	train	9	8
3744	train	9	8
3759	train	9	8
3762	train	9	8
3766	train	9	8
3775	train	9	8
3792	train	9	8
3807	train	9	8
3816	train	9	8
3825	train	9	8
3842	train	9	8
3845	train	9	8
3865	train	9	8
3866	train	9	8
3872	train	9	8
3883	train	9	8
3891	train	9	8
3892	train	9	8
3918	train	9	8
3928	train	9	8
3931	train	9	8
3958	train	9	8
3959	train	9	8
3961	train	9	8
3968	train	9	8
3976	train	9	8
3979	train	9	8
3983	train	9	8
3986	train	9	8
4006	train	9	8
4021	train	9	8
4036	train	9	8
4040	train	9	8
4043	train	9	8
4052	train	9	8
4058	train	9	8
4063	train	9	8
4083	train	9	8
4084	train	9	8
4100	train	9	8
4103	train	9	8
4139	train	9	8
4147	train	9	8
4148	train	9	8
4151	train	9	8
4176	train	9	8
4213	train	9	8
4215	train	9	8
4253	train	9	8
4258	train	9	8
4261	train	9	8
4272	train	9	8
4275	train	9	8
4282	train	9	8
4287	train	9	8
4305	train	9	8
4308	train	9	8
4324	train	9	8
4348	train	9	8
4357	train	9	8
4370	train	9	8
4375	train	9	8
4381	train	9	8
4383	train	9	8
4384	train	9	8
4388	train	9	8
4391	train	9	8
4419	train	9	8
4434	train	9	8
4440	train	9	8
4448	train	9	8
4468	train	9	8
4481	train	9	8
4482	train	9	8
4501	train	9	8
4521	train	9	8
4525	train	9	8
4537	train	9	8
4578	train	9	8
4580	train	9	8
4582	train	9	8
4598	train	9	8
4609	train	9	8
4621	train	9	8
4634	train	9	8
4637	train	9	8
4652	train	9	8
4669	train	9	8
4675	train	9	8
4677	train	9	8
4684	train	9	8
4691	train	9	8
4692	train	9	8
4698	train	9	8
4700	train	9	8
4705	train	9	8
4727	train	9	8
4745	train	9	8
4761	train	9	8
4767	train	9	8
4797	train	9	8
4803	train	9	8
4814	train	9	8
4825	train	9	8
4834	train	9	8
4848	train	9	8
4853	train	9	8
4859	train	9	8
4860	train	9	8
4862	train	9	8
4873	train	9	8
4887	train	9	8
4909	train	9	8
4927	train	9	8
4947	train	9	8
4967	train	9	8
4982	train	9	8
4992	train	9	8
5005	train	9	8
5009	train	9	8
5029	train	9	8
5030	train	9	8
5034	train	9	8
5042	train	9	8
5043	train	9	8
5050	train	9	8
5055	train	9	8
5078	train	9	8
5087	train	9	8
5112	train	9	8
5116	train	9	8
5119	train	9	8
5140	train	9	8
5163	train	9	8
5170	train	9	8
5183	train	9	8
5199	train	9	8
5200	train	9	8
5205	train	9	8
5215	train	9	8
5220	train	9	8
5243	train	9	8
5248	train	9	8
5257	train	9	8
5263	train	9	8
5281	train	9	8
5296	train	9	8
5299	train	9	8
5333	train	9	8
5335	train	9	8
5338	train	9	8
5343	train	9	8
5346	train	9	8
5348	train	9	8
5360	train	9	8
5369	train	9	8
5372	train	9	8
5376	train	9	8
5389	train	9	8
5394	train	9	8
5409	train	9	8
5418	train	9	8
5430	train	9	8
5431	train	9	8
5435	train	9	8
5460	train	9	8
5463	train	9	8
5474	train	9	8
5476	train	9	8
5521	train	9	8
5534	train	9	8
5536	train	9	8
5537	train	9	8
5548	train	9	8
5557	train	9	8
5574	train	9	8
5594	train	9	8
5597	train	9	8
5609	train	9	8
5625	train	9	8
5628	train	9	8
5633	train	9	8
5661	train	9	8
5670	train	9	8
5680	train	9	8
5695	train	9	8
5696	train	9	8
5699	train	9	8
5725	train	9	8
5743	train	9	8
5763	train	9	8
5775	train	9	8
5781	train	9	8
5783	train	9	8
5791	train	9	8
5800	train	9	8
5819	train	9	8
5827	train	9	8
5853	train	9	8
5894	train	9	8
5896	train	9	8
5916	train	9	8
5917	train	9	8
5949	train	9	8
5972	train	9	8
5977	train	9	8
5997	train	9	8
6006	train	9	8
6017	train	9	8
6022	train	9	8
6030	train	9	8
6041	train	9	8
6066	train	9	8
6072	train	9	8
6093	train	9	8
6111	train	9	8
6129	train	9	8
6136	train	9	8
6152	train	9	8
6153	train	9	8
6158	train	9	8
