id	split_type	membership	class
624	train	8	7
632	train	8	7
634	train	8	7
636	train	8	7
640	train	8	7
644	train	8	7
651	train	8	7
654	train	8	7
683	train	8	7
686	train	8	7
703	train	8	7
723	train	8	7
724	train	8	7
728	train	8	7
730	train	8	7
750	train	8	7
753	train	8	7
773	train	8	7
786	train	8	7
795	train	8	7
798	train	8	7
803	train	8	7
819	train	8	7
820	train	8	7
824	train	8	7
839	train	8	7
853	train	8	7
868	train	8	7
880	train	8	7
883	train	8	7
884	train	8	7
888	train	8	7
898	train	8	7
904	train	8	7
908	train	8	7
911	train	8	7
918	train	8	7
928	train	8	7
933	train	8	7
934	train	8	7
936	train	8	7
942	train	8	7
948	train	8	7
950	train	8	7
954	train	8	7
962	train	8	7
968	train	8	7
969	train	8	7
971	train	8	7
981	train	8	7
994	train	8	7
995	train	8	7
1001	train	8	7
1014	train	8	7
1019	train	8	7
1022	train	8	7
1023	train	8	7
1042	train	8	7
1043	train	8	7
1054	train	8	7
1057	train	8	7
1072	train	8	7
1075	train	8	7
1082	train	8	7
1088	train	8	7
1106	train	8	7
1114	train	8	7
1125	train	8	7
1126	train	8	7
1127	train	8	7
1153	train	8	7
1154	train	8	7
1156	train	8	7
1157	train	8	7
1166	train	8	7
1186	train	8	7
1191	train	8	7
1205	train	8	7
1208	train	8	7
1216	train	8	7
1217	train	8	7
1225	train	8	7
1229	train	8	7
1231	train	8	7
1251	train	8	7
1281	train	8	7
1300	train	8	7
1302	train	8	7
1306	train	8	7
1314	train	8	7
1322	train	8	7
1326	train	8	7
1332	train	8	7
1335	train	8	7
1338	train	8	7
1342	train	8	7
1343	train	8	7
1347	train	8	7
1353	train	8	7
1376	train	8	7
1381	train	8	7
1392	train	8	7
1400	train	8	7
1412	train	8	7
1416	train	8	7
1417	train	8	7
1422	train	8	7
1437	train	8	7
1451	train	8	7
1480	train	8	7
1491	train	8	7
1499	train	8	7
1513	train	8	7
1523	train	8	7
1525	train	8	7
1547	train	8	7
1564	train	8	7
1570	train	8	7
1586	train	8	7
1589	train	8	7
1608	train	8	7
1618	train	8	7
1619	train	8	7
1636	train	8	7
1639	train	8	7
1652	train	8	7
1655	train	8	7
1656	train	8	7
1673	train	8	7
1687	train	8	7
1719	train	8	7
1730	train	8	7
1739	train	8	7
1746	train	8	7
1747	train	8	7
1770	train	8	7
1772	train	8	7
1789	train	8	7
1803	train	8	7
1821	train	8	7
1825	train	8	7
1832	train	8	7
1833	train	8	7
1846	train	8	7
1848	train	8	7
1851	train	8	7
1858	train	8	7
1871	train	8	7
1891	train	8	7
1899	train	8	7
1919	train	8	7
1933	train	8	7
1944	train	8	7
1946	train	8	7
1953	train	8	7
1958	train	8	7
1975	train	8	7
1982	train	8	7
1983	train	8	7
2007	train	8	7
2014	train	8	7
2018	train	8	7
2024	train	8	7
2027	train	8	7
2048	train	8	7
2054	train	8	7
2055	train	8	7
2064	train	8	7
2090	train	8	7
2095	train	8	7
2102	train	8	7
2108	train	8	7
2115	train	8	7
2118	train	8	7
2133	train	8	7
2142	train	8	7
2145	train	8	7
2161	train	8	7
2168	train	8	7
2173	train	8	7
2187	train	8	7
2213	train	8	7
2223	train	8	7
2229	train	8	7
2238	train	8	7
2244	train	8	7
2246	train	8	7
2271	train	8	7
2292	train	8	7
2297	train	8	7
2319	train	8	7
2344	train	8	7
2347	train	8	7
2348	train	8	7
2367	train	8	7
2376	train	8	7
2380	train	8	7
2381	train	8	7
2386	train	8	7
2391	train	8	7
2417	train	8	7
2427	train	8	7
2431	train	8	7
2433	train	8	7
2447	train	8	7
2455	train	8	7
2477	train	8	7
2488	train	8	7
2491	train	8	7
2492	train	8	7
2502	train	8	7
2512	train	8	7
2522	train	8	7
2540	train	8	7
2543	train	8	7
2558	train	8	7
2574	train	8	7
2575	train	8	7
2576	train	8	7
2591	train	8	7
2609	train	8	7
2612	train	8	7
2618	train	8	7
2634	train	8	7
2650	train	8	7
2653	train	8	7
2658	train	8	7
2659	train	8	7
2666	train	8	7
2673	train	8	7
2676	train	8	7
2691	train	8	7
2701	train	8	7
2704	train	8	7
2706	train	8	7
2711	train	8	7
2743	train	8	7
2750	train	8	7
2752	train	8	7
2754	train	8	7
2759	train	8	7
2766	train	8	7
2778	train	8	7
2814	train	8	7
2825	train	8	7
2835	train	8	7
2844	train	8	7
2848	train	8	7
2852	train	8	7
2865	train	8	7
2867	train	8	7
2881	train	8	7
2903	train	8	7
2909	train	8	7
2929	train	8	7
2949	train	8	7
2950	train	8	7
2969	train	8	7
2980	train	8	7
2982	train	8	7
2984	train	8	7
2985	train	8	7
2986	train	8	7
2995	train	8	7
3008	train	8	7
3010	train	8	7
3059	train	8	7
3060	train	8	7
3065	train	8	7
3079	train	8	7
3081	train	8	7
3087	train	8	7
3116	train	8	7
3140	train	8	7
3151	train	8	7
3162	train	8	7
3167	train	8	7
3189	train	8	7
3206	train	8	7
3209	train	8	7
3210	train	8	7
3214	train	8	7
3223	train	8	7
3228	train	8	7
3236	train	8	7
3246	train	8	7
3249	train	8	7
3250	train	8	7
3252	train	8	7
3253	train	8	7
3255	train	8	7
3267	train	8	7
3270	train	8	7
3276	train	8	7
3282	train	8	7
3283	train	8	7
3298	train	8	7
3317	train	8	7
3324	train	8	7
3343	train	8	7
3349	train	8	7
3368	train	8	7
3372	train	8	7
3405	train	8	7
3408	train	8	7
3423	train	8	7
3426	train	8	7
3428	train	8	7
3442	train	8	7
3448	train	8	7
3463	train	8	7
3469	train	8	7
3494	train	8	7
3498	train	8	7
3505	train	8	7
3507	train	8	7
3515	train	8	7
3518	train	8	7
3522	train	8	7
3531	train	8	7
3538	train	8	7
3556	train	8	7
3579	train	8	7
3599	train	8	7
3617	train	8	7
3618	train	8	7
3620	train	8	7
3633	train	8	7
3640	train	8	7
3641	train	8	7
3692	train	8	7
3718	train	8	7
3721	train	8	7
3728	train	8	7
3731	train	8	7
3747	train	8	7
3750	train	8	7
3751	train	8	7
3769	train	8	7
3780	train	8	7
3782	train	8	7
3788	train	8	7
3790	train	8	7
3795	train	8	7
3798	train	8	7
3804	train	8	7
3805	train	8	7
3823	train	8	7
3840	train	8	7
3843	train	8	7
3846	train	8	7
3854	train	8	7
3863	train	8	7
3868	train	8	7
3887	train	8	7
3894	train	8	7
3895	train	8	7
3899	train	8	7
3909	train	8	7
3914	train	8	7
3915	train	8	7
3916	train	8	7
3933	train	8	7
3940	train	8	7
3942	train	8	7
3948	train	8	7
3951	train	8	7
3992	train	8	7
4000	train	8	7
4020	train	8	7
4024	train	8	7
4034	train	8	7
4041	train	8	7
4042	train	8	7
4046	train	8	7
4061	train	8	7
4074	train	8	7
4081	train	8	7
4116	train	8	7
4130	train	8	7
4131	train	8	7
4141	train	8	7
4164	train	8	7
4173	train	8	7
4175	train	8	7
4189	train	8	7
4200	train	8	7
4207	train	8	7
4211	train	8	7
4217	train	8	7
4226	train	8	7
4227	train	8	7
4242	train	8	7
4254	train	8	7
4255	train	8	7
4266	train	8	7
4273	train	8	7
4280	train	8	7
4285	train	8	7
4296	train	8	7
4298	train	8	7
4303	train	8	7
4317	train	8	7
4326	train	8	7
4330	train	8	7
4331	train	8	7
4332	train	8	7
4334	train	8	7
4338	train	8	7
4353	train	8	7
4354	train	8	7
