id	split_type	membership	class
52785	train	5	3
52790	train	5	3
52794	train	5	3
52810	train	5	3
52816	train	5	3
52818	train	5	3
52828	train	5	3
52853	train	5	3
52864	train	5	3
52871	train	5	3
52891	train	5	3
52904	train	5	3
52907	train	5	3
52917	train	5	3
52922	train	5	3
52924	train	5	3
52931	train	5	3
52936	train	5	3
52939	train	5	3
52940	train	5	3
52966	train	5	3
52972	train	5	3
52974	train	5	3
52994	train	5	3
53035	train	5	3
53037	train	5	3
53039	train	5	3
53042	train	5	3
53048	train	5	3
53075	train	5	3
53083	train	5	3
53084	train	5	3
53091	train	5	3
53104	train	5	3
53107	train	5	3
53108	train	5	3
53123	train	5	3
53136	train	5	3
53156	train	5	3
53158	train	5	3
53165	train	5	3
53167	train	5	3
53182	train	5	3
53209	train	5	3
53223	train	5	3
53225	train	5	3
53231	train	5	3
53241	train	5	3
53246	train	5	3
53252	train	5	3
53262	train	5	3
53282	train	5	3
53283	train	5	3
53287	train	5	3
53305	train	5	3
53325	train	5	3
53332	train	5	3
53345	train	5	3
53357	train	5	3
53358	train	5	3
53365	train	5	3
53374	train	5	3
53376	train	5	3
53382	train	5	3
53385	train	5	3
53402	train	5	3
53412	train	5	3
53419	train	5	3
53447	train	5	3
53453	train	5	3
53457	train	5	3
53474	train	5	3
53475	train	5	3
53480	train	5	3
53482	train	5	3
53488	train	5	3
53493	train	5	3
53514	train	5	3
53527	train	5	3
53542	train	5	3
53545	train	5	3
53547	train	5	3
53554	train	5	3
53558	train	5	3
53560	train	5	3
53566	train	5	3
53570	train	5	3
53583	train	5	3
53584	train	5	3
53586	train	5	3
53591	train	5	3
53595	train	5	3
53609	train	5	3
53619	train	5	3
53630	train	5	3
53671	train	5	3
53688	train	5	3
53691	train	5	3
53704	train	5	3
53711	train	5	3
53712	train	5	3
53716	train	5	3
53722	train	5	3
53724	train	5	3
53740	train	5	3
53749	train	5	3
53755	train	5	3
53757	train	5	3
53758	train	5	3
53803	train	5	3
53815	train	5	3
53838	train	5	3
53846	train	5	3
53863	train	5	3
53874	train	5	3
53875	train	5	3
53889	train	5	3
53903	train	5	3
53923	train	5	3
53938	train	5	3
53943	train	5	3
53954	train	5	3
53958	train	5	3
53960	train	5	3
53975	train	5	3
53987	train	5	3
53995	train	5	3
54001	train	5	3
54008	train	5	3
54013	train	5	3
54014	train	5	3
54016	train	5	3
54020	train	5	3
54028	train	5	3
54029	train	5	3
54060	train	5	3
54062	train	5	3
54073	train	5	3
54074	train	5	3
54077	train	5	3
54084	train	5	3
54088	train	5	3
54107	train	5	3
54126	train	5	3
54127	train	5	3
54140	train	5	3
54147	train	5	3
54174	train	5	3
54191	train	5	3
54199	train	5	3
54201	train	5	3
54208	train	5	3
54228	train	5	3
54242	train	5	3
54248	train	5	3
54249	train	5	3
54250	train	5	3
54258	train	5	3
54270	train	5	3
54273	train	5	3
54285	train	5	3
54291	train	5	3
54296	train	5	3
54301	train	5	3
54304	train	5	3
