id	split_type	membership	class
53662	train	3	1
53664	train	3	1
53667	train	3	1
53687	train	3	1
53707	train	3	1
53714	train	3	1
53726	train	3	1
53746	train	3	1
53750	train	3	1
53761	train	3	1
53780	train	3	1
53787	train	3	1
53791	train	3	1
53792	train	3	1
53804	train	3	1
53805	train	3	1
53816	train	3	1
53823	train	3	1
53824	train	3	1
53833	train	3	1
53842	train	3	1
53849	train	3	1
53870	train	3	1
53871	train	3	1
53887	train	3	1
53891	train	3	1
53896	train	3	1
53899	train	3	1
53904	train	3	1
53908	train	3	1
53919	train	3	1
53930	train	3	1
53939	train	3	1
53966	train	3	1
53980	train	3	1
54005	train	3	1
54019	train	3	1
54023	train	3	1
54027	train	3	1
54059	train	3	1
54061	train	3	1
54070	train	3	1
54071	train	3	1
54079	train	3	1
54087	train	3	1
54094	train	3	1
54103	train	3	1
54123	train	3	1
54143	train	3	1
54164	train	3	1
54165	train	3	1
54173	train	3	1
54177	train	3	1
54182	train	3	1
54210	train	3	1
54213	train	3	1
54223	train	3	1
54236	train	3	1
54239	train	3	1
54254	train	3	1
54259	train	3	1
54269	train	3	1
54293	train	3	1
54310	train	3	1
54329	train	3	1
54340	train	3	1
54342	train	3	1
54353	train	3	1
54373	train	3	1
54380	train	3	1
54384	train	3	1
54388	train	3	1
54393	train	3	1
54416	train	3	1
54417	train	3	1
54418	train	3	1
54428	train	3	1
54434	train	3	1
54438	train	3	1
54458	train	3	1
54468	train	3	1
54479	train	3	1
54485	train	3	1
54489	train	3	1
54501	train	3	1
54506	train	3	1
54533	train	3	1
54543	train	3	1
54544	train	3	1
54552	train	3	1
54557	train	3	1
54576	train	3	1
54579	train	3	1
54580	train	3	1
54605	train	3	1
54607	train	3	1
54611	train	3	1
54614	train	3	1
54631	train	3	1
54651	train	3	1
54664	train	3	1
54675	train	3	1
54683	train	3	1
54692	train	3	1
54693	train	3	1
54708	train	3	1
54716	train	3	1
54719	train	3	1
54720	train	3	1
54752	train	3	1
54753	train	3	1
54773	train	3	1
54775	train	3	1
54784	train	3	1
54786	train	3	1
54803	train	3	1
54809	train	3	1
54816	train	3	1
54824	train	3	1
54825	train	3	1
54855	train	3	1
54864	train	3	1
54872	train	3	1
54875	train	3	1
54876	train	3	1
54886	train	3	1
54897	train	3	1
54901	train	3	1
54931	train	3	1
54946	train	3	1
54947	train	3	1
54963	train	3	1
54968	train	3	1
54974	train	3	1
54979	train	3	1
55000	train	3	1
55014	train	3	1
55031	train	3	1
55036	train	3	1
55046	train	3	1
55047	train	3	1
55067	train	3	1
55080	train	3	1
55083	train	3	1
55121	train	3	1
55127	train	3	1
55140	train	3	1
55142	train	3	1
55150	train	3	1
55155	train	3	1
55169	train	3	1
55173	train	3	1
55175	train	3	1
55214	train	3	1
55215	train	3	1
55222	train	3	1
55232	train	3	1
55236	train	3	1
55262	train	3	1
55267	train	3	1
55271	train	3	1
55279	train	3	1
55286	train	3	1
55299	train	3	1
55306	train	3	1
55310	train	3	1
55317	train	3	1
55324	train	3	1
55335	train	3	1
55338	train	3	1
55358	train	3	1
55371	train	3	1
55380	train	3	1
55386	train	3	1
55397	train	3	1
55411	train	3	1
55412	train	3	1
55415	train	3	1
55417	train	3	1
55449	train	3	1
55478	train	3	1
55495	train	3	1
55499	train	3	1
55500	train	3	1
55502	train	3	1
55505	train	3	1
55523	train	3	1
55524	train	3	1
55543	train	3	1
55567	train	3	1
55574	train	3	1
55583	train	3	1
55587	train	3	1
55594	train	3	1
55596	train	3	1
55601	train	3	1
55609	train	3	1
55621	train	3	1
55634	train	3	1
55635	train	3	1
55644	train	3	1
55671	train	3	1
55686	train	3	1
55707	train	3	1
55710	train	3	1
55714	train	3	1
55716	train	3	1
55719	train	3	1
55740	train	3	1
55747	train	3	1
55767	train	3	1
55768	train	3	1
55784	train	3	1
55786	train	3	1
55787	train	3	1
55819	train	3	1
55825	train	3	1
55832	train	3	1
55846	train	3	1
55855	train	3	1
55870	train	3	1
55888	train	3	1
55901	train	3	1
55920	train	3	1
55931	train	3	1
55939	train	3	1
55955	train	3	1
55961	train	3	1
55963	train	3	1
55988	train	3	1
55995	train	3	1
56000	train	3	1
56007	train	3	1
56010	train	3	1
56016	train	3	1
56020	train	3	1
56025	train	3	1
56046	train	3	1
56048	train	3	1
56057	train	3	1
56071	train	3	1
56081	train	3	1
56089	train	3	1
56099	train	3	1
56110	train	3	1
56114	train	3	1
56117	train	3	1
56123	train	3	1
56138	train	3	1
56149	train	3	1
56169	train	3	1
56189	train	3	1
56192	train	3	1
56208	train	3	1
56221	train	3	1
56226	train	3	1
56241	train	3	1
56252	train	3	1
56261	train	3	1
56273	train	3	1
56278	train	3	1
56283	train	3	1
56291	train	3	1
56308	train	3	1
56326	train	3	1
56328	train	3	1
56333	train	3	1
56336	train	3	1
56338	train	3	1
56343	train	3	1
56349	train	3	1
56365	train	3	1
56367	train	3	1
56374	train	3	1
56384	train	3	1
56423	train	3	1
56435	train	3	1
56456	train	3	1
56470	train	3	1
56471	train	3	1
56490	train	3	1
56491	train	3	1
56506	train	3	1
56511	train	3	1
56537	train	3	1
56538	train	3	1
56541	train	3	1
56559	train	3	1
56572	train	3	1
56575	train	3	1
56576	train	3	1
56584	train	3	1
56602	train	3	1
56603	train	3	1
56605	train	3	1
56610	train	3	1
56633	train	3	1
56637	train	3	1
56644	train	3	1
56656	train	3	1
56660	train	3	1
56668	train	3	1
56683	train	3	1
56688	train	3	1
56689	train	3	1
56696	train	3	1
56714	train	3	1
56717	train	3	1
56728	train	3	1
56734	train	3	1
56737	train	3	1
56744	train	3	1
56750	train	3	1
56757	train	3	1
56764	train	3	1
56768	train	3	1
56772	train	3	1
56779	train	3	1
56783	train	3	1
56810	train	3	1
56831	train	3	1
56834	train	3	1
56836	train	3	1
56851	train	3	1
56865	train	3	1
56870	train	3	1
56882	train	3	1
56902	train	3	1
56903	train	3	1
56910	train	3	1
56912	train	3	1
56945	train	3	1
56953	train	3	1
56955	train	3	1
56960	train	3	1
56965	train	3	1
56971	train	3	1
56980	train	3	1
56986	train	3	1
56991	train	3	1
57005	train	3	1
57014	train	3	1
57022	train	3	1
57037	train	3	1
57046	train	3	1
57049	train	3	1
57057	train	3	1
57058	train	3	1
57069	train	3	1
57094	train	3	1
57095	train	3	1
57101	train	3	1
57109	train	3	1
57160	train	3	1
57169	train	3	1
57170	train	3	1
57190	train	3	1
57192	train	3	1
57193	train	3	1
57197	train	3	1
57203	train	3	1
57220	train	3	1
57222	train	3	1
57223	train	3	1
57243	train	3	1
57250	train	3	1
57266	train	3	1
57268	train	3	1
