id	split_type	membership	class
587	train	2	1
593	train	2	1
604	train	2	1
609	train	2	1
618	train	2	1
637	train	2	1
638	train	2	1
648	train	2	1
671	train	2	1
676	train	2	1
678	train	2	1
691	train	2	1
698	train	2	1
710	train	2	1
711	train	2	1
738	train	2	1
747	train	2	1
765	train	2	1
779	train	2	1
780	train	2	1
783	train	2	1
809	train	2	1
821	train	2	1
833	train	2	1
835	train	2	1
838	train	2	1
870	train	2	1
871	train	2	1
891	train	2	1
905	train	2	1
919	train	2	1
920	train	2	1
941	train	2	1
951	train	2	1
959	train	2	1
961	train	2	1
978	train	2	1
982	train	2	1
993	train	2	1
1002	train	2	1
1003	train	2	1
1012	train	2	1
1017	train	2	1
1031	train	2	1
1044	train	2	1
1051	train	2	1
1052	train	2	1
1060	train	2	1
1065	train	2	1
1069	train	2	1
1080	train	2	1
1081	train	2	1
1084	train	2	1
1085	train	2	1
1095	train	2	1
1115	train	2	1
1118	train	2	1
1123	train	2	1
1131	train	2	1
1132	train	2	1
1148	train	2	1
1155	train	2	1
1174	train	2	1
1181	train	2	1
1192	train	2	1
1197	train	2	1
1200	train	2	1
1211	train	2	1
1230	train	2	1
1238	train	2	1
1242	train	2	1
1243	train	2	1
1252	train	2	1
1259	train	2	1
1277	train	2	1
1287	train	2	1
1293	train	2	1
1321	train	2	1
1331	train	2	1
1354	train	2	1
1365	train	2	1
1369	train	2	1
1375	train	2	1
1394	train	2	1
1405	train	2	1
1425	train	2	1
1445	train	2	1
1450	train	2	1
1452	train	2	1
1458	train	2	1
1463	train	2	1
1472	train	2	1
1483	train	2	1
1496	train	2	1
1497	train	2	1
1521	train	2	1
1527	train	2	1
1528	train	2	1
1535	train	2	1
1544	train	2	1
1548	train	2	1
1579	train	2	1
1597	train	2	1
1601	train	2	1
1607	train	2	1
1627	train	2	1
1640	train	2	1
1647	train	2	1
1654	train	2	1
1658	train	2	1
1665	train	2	1
1676	train	2	1
1680	train	2	1
1681	train	2	1
1696	train	2	1
1697	train	2	1
1699	train	2	1
1700	train	2	1
1703	train	2	1
1710	train	2	1
1716	train	2	1
1717	train	2	1
1734	train	2	1
1786	train	2	1
1787	train	2	1
1807	train	2	1
1815	train	2	1
1816	train	2	1
1822	train	2	1
1831	train	2	1
1838	train	2	1
1839	train	2	1
1859	train	2	1
1860	train	2	1
1879	train	2	1
1909	train	2	1
1910	train	2	1
1915	train	2	1
1936	train	2	1
1942	train	2	1
1945	train	2	1
1977	train	2	1
1989	train	2	1
2008	train	2	1
2012	train	2	1
2015	train	2	1
2039	train	2	1
2040	train	2	1
2045	train	2	1
2047	train	2	1
2083	train	2	1
2086	train	2	1
2094	train	2	1
2103	train	2	1
2110	train	2	1
